"operator_name","operator_id","invoice_id","issued_date","quantity","price"
"PiBi Cloud SRL",51,20995,"2018-02-19",1,62527.47
"PiBi Cloud SRL",51,21028,"2018-02-19",1,13853.83
"ESCUELA DE CALIDAD MORRISON SRL",12,20915,"2018-02-19",10,19580
"TRULUCK ENTERPRISE SRL",55,20916,"2018-02-19",1,497.26
"TRULUCK ENTERPRISE SRL",55,20914,"2018-02-18",1,4370
"TRULUCK ENTERPRISE SRL",55,20912,"2018-02-18",1,1432.25
"TRULUCK ENTERPRISE SRL",55,20913,"2018-02-18",1,3676.25
"TRULUCK ENTERPRISE SRL",55,20910,"2018-02-17",1,825
"ESCUELA DE CALIDAD MORRISON SRL",12,20885,"2018-02-17",1,1000
"TRULUCK ENTERPRISE SRL",55,20911,"2018-02-17",1,2542.5
"ESCUELA DE CALIDAD MORRISON SRL",12,20903,"2018-02-17",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20904,"2018-02-17",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20873,"2018-02-16",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20873,"2018-02-16",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20866,"2018-02-15",1,20000
"PiBi Cloud SRL",51,20867,"2018-02-15",1,60000
"ESCUELA DE CALIDAD MORRISON SRL",12,20865,"2018-02-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20787,"2018-02-14",1,20000
"PiBi Cloud SRL",51,20782,"2018-02-14",1,62527.47
"PiBi Cloud SRL",51,20783,"2018-02-14",2,62527.47
"ESCUELA DE CALIDAD MORRISON SRL",12,20784,"2018-02-14",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20762,"2018-02-13",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20732,"2018-02-13",10,20000
"TRULUCK ENTERPRISE SRL",55,20678,"2018-02-12",1,900
"ESCUELA DE CALIDAD MORRISON SRL",12,20639,"2018-02-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20726,"2018-02-12",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20730,"2018-02-12",1,1000
"TRULUCK ENTERPRISE SRL",55,20679,"2018-02-12",1,3220
"ESCUELA DE CALIDAD MORRISON SRL",12,20727,"2018-02-12",1,1000
"TRULUCK ENTERPRISE SRL",55,20676,"2018-02-12",1,4160
"ESCUELA DE CALIDAD MORRISON SRL",12,20636,"2018-02-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20724,"2018-02-12",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20728,"2018-02-12",1,1000
"TRULUCK ENTERPRISE SRL",55,20677,"2018-02-12",1,8925
"ESCUELA DE CALIDAD MORRISON SRL",12,20637,"2018-02-12",12,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20725,"2018-02-12",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20729,"2018-02-12",1,1000
"TRULUCK ENTERPRISE SRL",55,20632,"2018-02-10",1,435840
"TRULUCK ENTERPRISE SRL",55,20635,"2018-02-10",1,11150
"TRULUCK ENTERPRISE SRL",55,20632,"2018-02-10",1,237600
"ESCUELA DE CALIDAD MORRISON SRL",12,20630,"2018-02-10",1,20000
"TRULUCK ENTERPRISE SRL",55,20633,"2018-02-10",1,2280
"ESCUELA DE CALIDAD MORRISON SRL",12,20631,"2018-02-10",1,20000
"TRULUCK ENTERPRISE SRL",55,20634,"2018-02-10",1,4975
"TRULUCK ENTERPRISE SRL",55,20604,"2018-02-09",20,12500
"ESCUELA DE CALIDAD MORRISON SRL",12,20602,"2018-02-09",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20543,"2018-02-08",1,20000
"TRULUCK ENTERPRISE SRL",55,20587,"2018-02-08",1,168750
"ESCUELA DE CALIDAD MORRISON SRL",12,20547,"2018-02-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20551,"2018-02-08",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20544,"2018-02-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20591,"2018-02-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20548,"2018-02-08",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20541,"2018-02-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20552,"2018-02-08",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20545,"2018-02-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20549,"2018-02-08",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20542,"2018-02-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20553,"2018-02-08",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20546,"2018-02-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20550,"2018-02-08",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20532,"2018-02-07",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20540,"2018-02-07",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20487,"2018-02-07",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20533,"2018-02-07",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20487,"2018-02-07",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20539,"2018-02-07",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20447,"2018-02-07",1,20000
"TRULUCK ENTERPRISE SRL",55,20531,"2018-02-07",1,13400.92
"ESCUELA DE CALIDAD MORRISON SRL",12,20540,"2018-02-07",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20486,"2018-02-07",1,20000
"TRULUCK ENTERPRISE SRL",55,20445,"2018-02-06",1,4560.31
"TRULUCK ENTERPRISE SRL",55,20446,"2018-02-06",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20442,"2018-02-06",2,20000
"TRULUCK ENTERPRISE SRL",55,20425,"2018-02-05",1,1524.25
"TRULUCK ENTERPRISE SRL",55,20429,"2018-02-05",1,2755
"ESCUELA DE CALIDAD MORRISON SRL",12,21154,"2018-02-05",1,20000
"TRULUCK ENTERPRISE SRL",55,20426,"2018-02-05",1,6010
"ESCUELA DE CALIDAD MORRISON SRL",12,21130,"2018-02-05",1,20000
"TRULUCK ENTERPRISE SRL",55,20430,"2018-02-05",1,2595
"TRULUCK ENTERPRISE SRL",55,20427,"2018-02-05",1,1500
"ESCUELA DE CALIDAD MORRISON SRL",12,21147,"2018-02-05",1,20000
"TRULUCK ENTERPRISE SRL",55,20428,"2018-02-05",1,5330
"ESCUELA DE CALIDAD MORRISON SRL",12,21148,"2018-02-05",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20351,"2018-02-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20355,"2018-02-02",1,20000
"PiBi Cloud SRL",51,20348,"2018-02-02",1,30000
"ESCUELA DE CALIDAD MORRISON SRL",12,20359,"2018-02-02",1,20000
"PiBi Cloud SRL",51,20352,"2018-02-02",1,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,20356,"2018-02-02",1,20000
"PiBi Cloud SRL",51,20349,"2018-02-02",1,284953.85
"ESCUELA DE CALIDAD MORRISON SRL",12,20364,"2018-02-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20353,"2018-02-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20357,"2018-02-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20350,"2018-02-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20365,"2018-02-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20354,"2018-02-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20347,"2018-02-02",1,20000
"PiBi Cloud SRL",51,20603,"2018-02-02",1,100829.99
"ESCUELA DE CALIDAD MORRISON SRL",12,20358,"2018-02-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20346,"2018-02-01",1,8600
"ESCUELA DE CALIDAD MORRISON SRL",12,20334,"2018-02-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20337,"2018-02-01",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,20332,"2018-02-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20346,"2018-02-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20335,"2018-02-01",1,20000
"TRULUCK ENTERPRISE SRL",55,20338,"2018-02-01",1,284685.93
"ESCUELA DE CALIDAD MORRISON SRL",12,20332,"2018-02-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20346,"2018-02-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20336,"2018-02-01",2,20000
"TRULUCK ENTERPRISE SRL",55,20339,"2018-02-01",1,7781.75
"ESCUELA DE CALIDAD MORRISON SRL",12,20333,"2018-02-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,21077,"2018-02-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20337,"2018-02-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20331,"2018-02-01",1,20000
"TRULUCK ENTERPRISE SRL",55,20284,"2018-01-31",1,2485
"TRULUCK ENTERPRISE SRL",55,20295,"2018-01-31",1,13600
"TRULUCK ENTERPRISE SRL",55,20288,"2018-01-31",1,4955
"ESCUELA DE CALIDAD MORRISON SRL",12,21078,"2018-01-31",1,20000
"TRULUCK ENTERPRISE SRL",55,20253,"2018-01-31",1,61377.51
"TRULUCK ENTERPRISE SRL",55,20672,"2018-01-31",1,237600
"TRULUCK ENTERPRISE SRL",55,20299,"2018-01-31",1,5390
"TRULUCK ENTERPRISE SRL",55,20292,"2018-01-31",1,2975
"ESCUELA DE CALIDAD MORRISON SRL",12,21111,"2018-01-31",1,20000
"TRULUCK ENTERPRISE SRL",55,20285,"2018-01-31",1,2695
"TRULUCK ENTERPRISE SRL",55,20640,"2018-01-31",1,435840
"TRULUCK ENTERPRISE SRL",55,20296,"2018-01-31",1,5055
"TRULUCK ENTERPRISE SRL",55,20289,"2018-01-31",1,4025
"ESCUELA DE CALIDAD MORRISON SRL",12,21079,"2018-01-31",1,20000
"TRULUCK ENTERPRISE SRL",55,20282,"2018-01-31",1,1415
"TRULUCK ENTERPRISE SRL",55,20731,"2018-01-31",1,237600
"TRULUCK ENTERPRISE SRL",55,20293,"2018-01-31",1,1135
"TRULUCK ENTERPRISE SRL",55,20286,"2018-01-31",1,1010
"ESCUELA DE CALIDAD MORRISON SRL",12,20249,"2018-01-31",1,20000
"TRULUCK ENTERPRISE SRL",55,20640,"2018-01-31",1,237600
"TRULUCK ENTERPRISE SRL",55,20297,"2018-01-31",1,1000
"TRULUCK ENTERPRISE SRL",55,20290,"2018-01-31",1,700
"TRULUCK ENTERPRISE SRL",55,20283,"2018-01-31",1,840
"TRULUCK ENTERPRISE SRL",55,20294,"2018-01-31",1,1435
"TRULUCK ENTERPRISE SRL",55,20287,"2018-01-31",1,16156.73
"PiBi Cloud SRL",51,20252,"2018-01-31",2,62527.47
"TRULUCK ENTERPRISE SRL",55,20671,"2018-01-31",1,435840
"TRULUCK ENTERPRISE SRL",55,20298,"2018-01-31",1,7118.26
"TRULUCK ENTERPRISE SRL",55,20291,"2018-01-31",1,320
"TRULUCK ENTERPRISE SRL",55,20330,"2018-01-29",1,1037
"TRULUCK ENTERPRISE SRL",55,20328,"2018-01-28",1,1125
"TRULUCK ENTERPRISE SRL",55,20325,"2018-01-28",1,906.56
"TRULUCK ENTERPRISE SRL",55,20329,"2018-01-28",1,3565
"TRULUCK ENTERPRISE SRL",55,20322,"2018-01-28",1,3758
"TRULUCK ENTERPRISE SRL",55,20326,"2018-01-28",1,7205
"TRULUCK ENTERPRISE SRL",55,20323,"2018-01-28",1,2360
"TRULUCK ENTERPRISE SRL",55,20327,"2018-01-28",1,1915
"TRULUCK ENTERPRISE SRL",55,20324,"2018-01-28",1,6720
"TRULUCK ENTERPRISE SRL",55,20321,"2018-01-27",1,2430
"ESCUELA DE CALIDAD MORRISON SRL",12,20199,"2018-01-27",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20195,"2018-01-26",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20187,"2018-01-26",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20184,"2018-01-26",5,20000
"TRULUCK ENTERPRISE SRL",55,20194,"2018-01-26",1,675.75
"ESCUELA DE CALIDAD MORRISON SRL",12,20185,"2018-01-26",5,20000
"TRULUCK ENTERPRISE SRL",55,20194,"2018-01-26",1,1768
"ESCUELA DE CALIDAD MORRISON SRL",12,20186,"2018-01-26",1,20000
"TRULUCK ENTERPRISE SRL",55,20183,"2018-01-25",1,610
"TRULUCK ENTERPRISE SRL",55,20181,"2018-01-25",1,1232
"TRULUCK ENTERPRISE SRL",55,20158,"2018-01-25",20,12500
"TRULUCK ENTERPRISE SRL",55,20182,"2018-01-25",1,440
"ESCUELA DE CALIDAD MORRISON SRL",12,20161,"2018-01-25",1,20000
"TRULUCK ENTERPRISE SRL",55,20183,"2018-01-25",1,5807
"TRULUCK ENTERPRISE SRL",55,20180,"2018-01-25",1,2244
"ESCUELA DE CALIDAD MORRISON SRL",12,20146,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20156,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20150,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20154,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20147,"2018-01-24",3,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20151,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20155,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20148,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20152,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20155,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20149,"2018-01-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20153,"2018-01-24",1,20000
"PiBi Cloud SRL",51,20112,"2018-01-23",2,62527.47
"ESCUELA DE CALIDAD MORRISON SRL",12,20123,"2018-01-23",1,20000
"PiBi Cloud SRL",51,20109,"2018-01-23",2,62527.47
"PiBi Cloud SRL",51,20117,"2018-01-23",2,62527.47
"ESCUELA DE CALIDAD MORRISON SRL",12,20124,"2018-01-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20110,"2018-01-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20121,"2018-01-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20107,"2018-01-23",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20125,"2018-01-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20111,"2018-01-23",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20122,"2018-01-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20108,"2018-01-23",1,20000
"PiBi Cloud SRL",51,20102,"2018-01-22",2,62527.47
"TRULUCK ENTERPRISE SRL",55,20318,"2018-01-22",1,6120
"PiBi Cloud SRL",51,20103,"2018-01-22",2,62527.47
"TRULUCK ENTERPRISE SRL",55,20319,"2018-01-22",1,5710
"TRULUCK ENTERPRISE SRL",55,20320,"2018-01-22",1,570
"TRULUCK ENTERPRISE SRL",55,20317,"2018-01-21",1,11382
"TRULUCK ENTERPRISE SRL",55,20315,"2018-01-21",1,375
"TRULUCK ENTERPRISE SRL",55,20316,"2018-01-21",1,375
"ESCUELA DE CALIDAD MORRISON SRL",12,20057,"2018-01-20",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20062,"2018-01-20",1,20000
"TRULUCK ENTERPRISE SRL",55,20063,"2018-01-19",1,12320
"TRULUCK ENTERPRISE SRL",55,20063,"2018-01-19",2,125
"TRULUCK ENTERPRISE SRL",55,20063,"2018-01-19",25,80
"TRULUCK ENTERPRISE SRL",55,20063,"2018-01-19",173,65
"TRULUCK ENTERPRISE SRL",55,20063,"2018-01-19",1,231000
"TRULUCK ENTERPRISE SRL",55,20063,"2018-01-19",1,19686.02
"ESCUELA DE CALIDAD MORRISON SRL",12,20042,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20036,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20040,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20033,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20043,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20037,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20030,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20041,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20034,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20044,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20038,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20031,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20041,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20035,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20039,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20032,"2018-01-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20012,"2018-01-17",1,20000
"PiBi Cloud SRL",51,20009,"2018-01-17",1,29082.49
"ESCUELA DE CALIDAD MORRISON SRL",12,20014,"2018-01-17",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,20013,"2018-01-17",1,20000
"PiBi Cloud SRL",51,20009,"2018-01-17",1,29082.49
"PiBi Cloud SRL",51,20009,"2018-01-17",2,63571.59
"TRULUCK ENTERPRISE SRL",55,20086,"2018-01-17",1,28693.75
"ESCUELA DE CALIDAD MORRISON SRL",12,20013,"2018-01-17",1,20000
"PiBi Cloud SRL",51,20009,"2018-01-17",10,1752.65
"PiBi Cloud SRL",51,20009,"2018-01-17",1,57732
"TRULUCK ENTERPRISE SRL",55,20086,"2018-01-17",1,5431.25
"PiBi Cloud SRL",51,20009,"2018-01-17",1,97874.02
"ESCUELA DE CALIDAD MORRISON SRL",12,20014,"2018-01-17",1,20000
"PiBi Cloud SRL",51,20009,"2018-01-17",1,51919.83
"ESCUELA DE CALIDAD MORRISON SRL",12,19994,"2018-01-16",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19977,"2018-01-16",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19941,"2018-01-15",1,20000
"PiBi Cloud SRL",51,19973,"2018-01-15",1,149392.13
"ESCUELA DE CALIDAD MORRISON SRL",12,19945,"2018-01-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19938,"2018-01-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19942,"2018-01-15",1,20000
"PiBi Cloud SRL",51,19974,"2018-01-15",1,30000
"ESCUELA DE CALIDAD MORRISON SRL",12,19939,"2018-01-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19943,"2018-01-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19940,"2018-01-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19944,"2018-01-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19937,"2018-01-15",1,20000
"TRULUCK ENTERPRISE SRL",55,20314,"2018-01-14",1,1806.25
"TRULUCK ENTERPRISE SRL",55,20311,"2018-01-14",1,13585
"TRULUCK ENTERPRISE SRL",55,20313,"2018-01-14",1,4830
"TRULUCK ENTERPRISE SRL",55,20310,"2018-01-13",1,5660
"ESCUELA DE CALIDAD MORRISON SRL",12,19919,"2018-01-13",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19920,"2018-01-13",1,20000
"TRULUCK ENTERPRISE SRL",55,20312,"2018-01-13",1,605
"PiBi Cloud SRL",51,19993,"2018-01-12",1,7185
"ESCUELA DE CALIDAD MORRISON SRL",12,19910,"2018-01-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19907,"2018-01-12",1,20000
"PiBi Cloud SRL",51,19993,"2018-01-12",1,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,19904,"2018-01-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19908,"2018-01-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19905,"2018-01-12",1,20000
"PiBi Cloud SRL",51,19993,"2018-01-12",1,7896.28
"ESCUELA DE CALIDAD MORRISON SRL",12,19909,"2018-01-12",1,20000
"TRULUCK ENTERPRISE SRL",55,20309,"2018-01-12",1,2089.37
"ESCUELA DE CALIDAD MORRISON SRL",12,19906,"2018-01-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19875,"2018-01-11",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,19875,"2018-01-11",1,20000
"TRULUCK ENTERPRISE SRL",55,19992,"2018-01-10",22,1500
"TRULUCK ENTERPRISE SRL",55,19992,"2018-01-10",1,21800
"TRULUCK ENTERPRISE SRL",55,20308,"2018-01-10",1,1310
"TRULUCK ENTERPRISE SRL",55,20307,"2018-01-07",1,465
"TRULUCK ENTERPRISE SRL",55,20306,"2018-01-07",1,1920
"TRULUCK ENTERPRISE SRL",55,20304,"2018-01-06",1,6475
"TRULUCK ENTERPRISE SRL",55,20305,"2018-01-06",1,4350
"TRULUCK ENTERPRISE SRL",55,20303,"2018-01-05",1,3041.23
"ESCUELA DE CALIDAD MORRISON SRL",12,19568,"2018-01-05",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,19567,"2018-01-05",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19569,"2018-01-05",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,19567,"2018-01-05",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,19568,"2018-01-05",1,20000
"PiBi Cloud SRL",51,19368,"2018-01-04",1,0
"ESCUELA DE CALIDAD MORRISON SRL",12,19477,"2018-01-04",1,1000
"PiBi Cloud SRL",51,19368,"2018-01-04",1,100
"PiBi Cloud SRL",51,19368,"2018-01-04",1,600
"PiBi Cloud SRL",51,19368,"2018-01-04",1,0
"PiBi Cloud SRL",51,19368,"2018-01-04",1,0
"PiBi Cloud SRL",51,19368,"2018-01-04",1,950
"PiBi Cloud SRL",51,19368,"2018-01-04",1,100
"PiBi Cloud SRL",51,19368,"2018-01-04",1,0
"PiBi Cloud SRL",51,19368,"2018-01-04",1,700
"PiBi Cloud SRL",51,19368,"2018-01-04",1,150
"PiBi Cloud SRL",51,19368,"2018-01-04",1,0
"PiBi Cloud SRL",51,19368,"2018-01-04",1,2500
"PiBi Cloud SRL",51,19368,"2018-01-04",1,0
"ESCUELA DE CALIDAD MORRISON SRL",12,19477,"2018-01-04",1,20000
"PiBi Cloud SRL",51,19368,"2018-01-04",1,1700
"PiBi Cloud SRL",51,19368,"2018-01-04",1,0
"PiBi Cloud SRL",51,19368,"2018-01-04",1,0
"TRULUCK ENTERPRISE SRL",55,19361,"2018-01-03",1,100000
"TRULUCK ENTERPRISE SRL",55,19354,"2018-01-03",1,5674
"TRULUCK ENTERPRISE SRL",55,19360,"2018-01-03",1,20000
"TRULUCK ENTERPRISE SRL",55,19354,"2018-01-03",1,10000
"TRULUCK ENTERPRISE SRL",55,19360,"2018-01-03",1,25000
"TRULUCK ENTERPRISE SRL",55,19355,"2018-01-03",1,1000
"TRULUCK ENTERPRISE SRL",55,19360,"2018-01-03",1,65000
"TRULUCK ENTERPRISE SRL",55,19355,"2018-01-03",1,1000
"TRULUCK ENTERPRISE SRL",55,20300,"2018-01-01",1,1895
"TRULUCK ENTERPRISE SRL",55,20301,"2018-01-01",1,1895
"PiBi Cloud SRL",51,19313,"2017-12-29",1,96266.63
"PiBi Cloud SRL",51,19313,"2017-12-29",1,51067.15
"PiBi Cloud SRL",51,19313,"2017-12-29",1,28604.94
"PiBi Cloud SRL",51,19313,"2017-12-29",3,62527.47
"PiBi Cloud SRL",51,19313,"2017-12-29",3,28604.94
"PiBi Cloud SRL",51,19313,"2017-12-29",1,47320
